Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,16-64,12-15 Months,14
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,166
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,162
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,7800,Urology,Adult,16-64,12-15 Months,21
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,7800,Urology,Adult,65+, 9-12 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0100,Cardiology,Adult,65+, 0-3 Months,35
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0100,Cardiology,Adult,65+, 3-6 Months,40
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0100,Cardiology,Adult,65+,12-15 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,49
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0300,Dermatology,Adult,16-64,15-18 Months,4
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,204
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,9
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,51
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,19
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,92
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,76
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Child,0-15,15-18 Months,21
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1100,Haematology,Adult,65+, 0-3 Months,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,255
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,16-64,18 Months +,38
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,22
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,65+, 6-9 Months,9
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,65+,12-15 Months,4
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,65+,15-18 Months,5
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Child,0-15, 0-3 Months,6
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Child,0-15, 3-6 Months,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,16-64,18 Months +,121
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,110
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,97
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,51
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Child,0-15, 3-6 Months,6
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Child,0-15,12-15 Months,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Child,0-15,18 Months +,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1900,Paediatrics,Child,0-15, 9-12 Months,6
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2300,Nephrology,Adult,65+, 0-3 Months,7
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,89
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,92
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,16-64,15-18 Months,57
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,39
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,65+,12-15 Months,24
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Child,0-15, 0-3 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,62
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,23
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Child,0-15, 3-6 Months,6
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2604,Vascular Surgery,Adult,65+, 0-3 Months,4
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,3
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,7800,Urology,Adult,65+, 3-6 Months,17
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0000,Small Volume Specialities,Child,0-15, 0-3 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,16-64, 0-3 Months,653
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,16-64, 3-6 Months,662
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,16-64,12-15 Months,157
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,65+,15-18 Months,20
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Child,0-15, 3-6 Months,127
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Child,0-15, 6-9 Months,123
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Child,0-15,12-15 Months,3
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,16-64, 0-3 Months,105
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,65+, 3-6 Months,28
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15, 9-12 Months,31
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15,15-18 Months,1
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,0-15, 0-3 Months,4
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,121
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,2604,Vascular Surgery,Adult,65+, 3-6 Months,3
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Adult,65+, 0-3 Months,3
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,7800,Urology,Adult,16-64,18 Months +,1
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,7800,Urology,Adult,65+, 0-3 Months,18
27/02/2020,RCSI  Hospitals Group,0400,Louth County Hospital,7800,Urology,Adult,65+,15-18 Months,11
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,48
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0100,Cardiology,Adult,65+, 9-12 Months,22
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0300,Dermatology,Adult,65+, 0-3 Months,36
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0300,Dermatology,Adult,65+, 3-6 Months,31
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0300,Dermatology,Adult,65+,12-15 Months,15
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,136
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,70
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1100,Haematology,Adult,16-64, 0-3 Months,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1300,Neurology,Adult,16-64, 0-3 Months,24
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1300,Neurology,Adult,16-64, 3-6 Months,8
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1300,Neurology,Adult,65+, 6-9 Months,3
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,16-64, 9-12 Months,133
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Adult,65+,18 Months +,4
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1503,Gynaecology,Child,0-15, 9-12 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,186
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,111
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,80
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1900,Paediatrics,Adult,16-64, 6-9 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1900,Paediatrics,Child,0-15, 0-3 Months,263
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1900,Paediatrics,Child,0-15, 3-6 Months,121
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,1900,Paediatrics,Child,0-15, 6-9 Months,24
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,1
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,62
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2400,Respiratory Medicine,Adult,65+,18 Months +,8
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,2
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Adult,65+, 0-3 Months,75
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Adult,16-64, 0-3 Months,270
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Adult,65+, 3-6 Months,97
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Adult,65+, 6-9 Months,21
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,7800,Urology,Adult,16-64, 0-3 Months,66
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,7800,Urology,Adult,16-64, 3-6 Months,34
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,16-64, 0-3 Months,246
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,16-64, 3-6 Months,160
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,16-64,12-15 Months,94
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,65+,15-18 Months,45
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,16-64, 9-12 Months,232
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,65+, 0-3 Months,247
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,16-64, 9-12 Months,45
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,226
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,177
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,126
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,66
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,22
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,85
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,65+, 0-3 Months,31
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,56
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,29
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,19
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15,15-18 Months,73
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,133
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,51
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,65+, 3-6 Months,32
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,65+, 6-9 Months,28
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Adult,65+,12-15 Months,3
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,65+, 0-3 Months,27
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,65+,18 Months +,5
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Child,0-15, 0-3 Months,9
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Child,0-15, 3-6 Months,4
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1600,Oncology,Adult,65+, 0-3 Months,7
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,65+, 0-3 Months,28
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,65+, 3-6 Months,18
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,65+, 6-9 Months,15
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,65+, 9-12 Months,3
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Adult,16-64, 3-6 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Adult,16-64, 6-9 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1800,Orthopaedics,Child,0-15, 9-12 Months,16
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Adult,16-64, 0-3 Months,3
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Adult,16-64, 9-12 Months,3
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15,15-18 Months,7
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2300,Nephrology,Adult,65+, 0-3 Months,19
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,16-64,15-18 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Child,0-15, 9-12 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Adult,16-64, 0-3 Months,230
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Adult,16-64, 6-9 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64, 0-3 Months,189
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64, 3-6 Months,192
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64, 6-9 Months,166
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64, 9-12 Months,127
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64,12-15 Months,66
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,16-64,15-18 Months,25
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 0-3 Months,277
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 6-9 Months,70
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+, 9-12 Months,27
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,16-64,15-18 Months,84
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 0-3 Months,186
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 6-9 Months,156
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+, 9-12 Months,61
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,65+,18 Months +,3
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,187
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,91
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,8
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,734
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,447
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,183
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,81
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,45
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,385
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,26
27/02/2020,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Adult,65+, 9-12 Months,2
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,16-64, 6-9 Months,184
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0100,Cardiology,Adult,16-64, 9-12 Months,155
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Adult,16-64, 6-9 Months,576
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Child,0-15, 0-3 Months,164
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0300,Dermatology,Child,0-15, 9-12 Months,38
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,65+, 0-3 Months,36
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Adult,65+, 9-12 Months,7
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0400,Endocrinology,Child,0-15, 3-6 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,13
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Adult,65+,18 Months +,6
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,94
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,92
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,88
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,112
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,16-64, 3-6 Months,48
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,16-64, 6-9 Months,36
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,16-64, 9-12 Months,21
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1100,Haematology,Adult,16-64,12-15 Months,16
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Adult,16-64, 0-3 Months,319
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Adult,65+, 6-9 Months,10
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1503,Gynaecology,Adult,65+, 9-12 Months,4
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Adult,16-64, 3-6 Months,40
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Child,0-15, 0-3 Months,12
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1700,Ophthalmology,Child,0-15, 3-6 Months,11
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15, 0-3 Months,378
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15, 6-9 Months,282
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15, 9-12 Months,118
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,1900,Paediatrics,Child,0-15,18 Months +,4
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2300,Nephrology,Adult,16-64, 3-6 Months,17
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,85
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,65
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2400,Respiratory Medicine,Adult,65+, 6-9 Months,39
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Child,0-15, 3-6 Months,26
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Child,0-15, 6-9 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2700,Infectious Diseases,Adult,16-64, 0-3 Months,12
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2700,Infectious Diseases,Adult,16-64, 3-6 Months,4
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Adult,16-64, 0-3 Months,23
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Adult,65+, 3-6 Months,1
27/02/2020,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Adult,16-64,15-18 Months,8
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0000,Small Volume Specialities,Adult,16-64, 0-3 Months,1
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,340
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,16-64,12-15 Months,84
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Adult,65+,15-18 Months,10
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,512
27/02/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Adult,16-64,12-15 Months,142
